,id,popularity,release_date,title,vote_average,vote_count,release_year,release_month
341,486131,5.005,2019-06-14,Shaft,0.0,0,2019.0,6.0
342,494,3.118,1973-06-14,Shaft in Africa,5.8,13,1973.0,6.0
343,11492,1.745,2003-02-12,Blind Shaft,7.7,21,2003.0,2.0
344,569286,0.6,1969-01-01,Cupid's Shaft,8.0,1,1969.0,1.0
345,493,1.297,1972-06-08,Shaft's Big Score!,6.4,16,1972.0,6.0
346,309289,0.6,2008-07-10,The Shaft,5.0,1,2008.0,7.0
347,399457,0.6,1999-07-01,Shaft - A Wakeboarding Incident,0.0,0,1999.0,7.0
348,428165,0.6,1971-06-02,Soul in Cinema: Filming Shaft on Location,0.0,0,1971.0,6.0
349,294549,0.6,2000-01-01,Shafted,0.0,0,2000.0,1.0
350,195251,0.6,1898-08-20,Major General Shafter,5.0,1,1898.0,8.0
351,399458,0.6,2000-07-01,Shafted - The Saga Continues,0.0,0,2000.0,7.0
352,107325,1.876,1975-10-22,Diamonds,0.0,0,1975.0,10.0
353,19058,3.93,2001-05-11,Down,4.2,44,2001.0,5.0
354,34453,0.6,2000-10-14,Grateful Dawg,6.0,1,2000.0,10.0
355,36234,2.168,2000-03-22,Timecode,6.1,35,2000.0,3.0
356,398395,1.053,2016-05-18,Timecode,7.5,14,2016.0,5.0
357,150297,0.6,2009-01-01,The Da Vinci Timecode,0.0,0,2009.0,1.0
358,265318,0.6,1997-04-17,Alien Workshop - Timecode,0.0,0,1997.0,4.0
359,18168,3.453,2000-01-28,About Adam,5.3,58,2000.0,1.0
360,14181,7.323,2000-02-18,Boiler Room,6.7,298,2000.0,2.0
361,569867,0.6,1992-01-01,Boiler Room,0.0,0,1992.0,1.0
362,199109,0.6,2008-09-21,The Boiler Room,0.0,0,2008.0,9.0
363,435098,0.6,2015-01-01,Boiler Room | Stay in Russia,0.0,0,2015.0,1.0
364,10569,7.009,2000-05-19,Small Time Crooks,6.4,254,2000.0,5.0
365,10567,13.182,2000-05-19,Dinosaur,6.4,1127,2000.0,5.0
366,105864,15.263,2015-11-14,The Good Dinosaur,6.7,3011,2015.0,11.0
367,207608,1.4,1985-11-05,Dinosaur!,5.6,4,1985.0,11.0
368,28138,3.942,1994-03-23,Dinosaur Island,4.5,13,1994.0,3.0
369,294093,3.781,2014-09-01,Dinosaur Island,4.5,37,2014.0,9.0
370,119698,5.943,2012-08-09,The Dinosaur Project,4.6,89,2012.0,8.0
371,249170,3.285,2014-08-15,Dinosaur 13,7.0,48,2014.0,8.0
372,449700,3.263,2017-04-22,My Pet Dinosaur,5.2,31,2017.0,4.0
373,230453,1.205,2013-09-13,Raptor Ranch,3.6,8,2013.0,9.0
374,100246,2.46,1914-09-15,Gertie the Dinosaur,6.7,44,1914.0,9.0
375,396566,0.6,1980-01-01,Dinosaur,0.0,0,1980.0,1.0
376,28590,1.03,1955-07-17,King Dinosaur,1.6,8,1955.0,7.0
377,49082,1.48,1991-08-28,Adventures in Dinosaur City,3.4,9,1991.0,8.0
378,106492,0.665,1994-10-02,Dinosaur Babes,0.0,0,1994.0,10.0
379,58691,1.754,2005-07-26,Bikini Girls on Dinosaur Planet,3.1,8,2005.0,7.0
380,156900,1.4,2006-01-03,Stanley's Dinosaur Round-Up,3.3,2,2006.0,1.0
381,64789,4.961,1980-03-15,Doraemon: Nobita's Dinosaur,5.4,7,1980.0,3.0
382,557126,0.84,2011-01-17,Dinosaur Wars,6.0,1,2011.0,1.0
383,255990,0.992,1967-03-15,The Dinosaur and the Baby,6.5,2,1967.0,3.0
384,18890,7.236,1993-11-24,We're Back! A Dinosaur's Story,5.9,201,1993.0,11.0
385,19457,9.705,2000-04-27,The Yards,6.3,161,2000.0,4.0
386,2069,9.988,2000-02-18,The Whole Nine Yards,6.4,877,2000.0,2.0
387,2122,9.007,2004-04-07,The Whole Ten Yards,5.6,448,2004.0,4.0
388,224566,0.6,1972-12-30,Two Yards Under the Ground,3.5,2,1972.0,12.0
389,328549,0.6,2008-06-17,The YardSale,0.0,0,2008.0,6.0
390,208572,0.698,2011-08-20,The Time Machine (I Found at a Yardsale),1.0,3,2011.0,8.0
391,1588,6.325,2000-08-25,Bring It On,5.9,883,2000.0,8.0
392,467248,6.67,2017-08-29,Bring It On: Worldwide #Cheersmack,5.3,93,2017.0,8.0
393,12540,0.6,2004-01-13,Bring It On Again,5.3,187,2004.0,1.0
394,21474,0.6,2009-07-31,Bring It On: Fight to the Finish,6.1,205,2009.0,7.0
395,11211,0.6,2006-08-08,Bring It On: All or Nothing,6.1,306,2006.0,8.0
396,329761,0.6,2014-08-31,Bring It On: A Tribute to Broadway,6.0,2,2014.0,8.0
397,15261,0.6,2007-12-12,Bring It On: In It To Win It,6.0,222,2007.0,12.0
398,21349,6.122,1999-11-12,Anywhere But Here,6.2,120,1999.0,11.0
399,389020,0.6,2016-03-16,Anywhere But Here,0.0,0,2016.0,3.0
400,341855,0.6,2015-04-02,Anywhere But Here,0.0,0,2015.0,4.0
401,203273,1.056,2010-10-01,Some Dogs Bite,6.8,4,2010.0,10.0
402,2024,14.8,2000-06-28,The Patriot,7.0,1870,2000.0,6.0
403,6058,5.039,1998-07-10,The Patriot,4.4,80,1998.0,7.0
404,83990,1.18,1928-09-01,The Patriot,5.0,1,1928.0,9.0
405,228396,0.6,1998-04-29,The Patriot,5.3,3,1998.0,4.0
406,507542,0.6,1998-01-01,The Patriot,0.0,0,1998.0,1.0
407,150773,0.852,1995-03-28,The Little Patriot,0.0,0,1995.0,3.0
408,109114,0.6,1986-07-25,The Patriot,5.0,1,1986.0,7.0
409,588958,0.6,2018-11-18,The Patriot,0.0,0,2018.0,11.0
410,218994,0.6,1978-01-01,The Patriot Game,0.0,0,1978.0,1.0
411,64341,0.841,1957-03-29,Williamsburg: The Story of a Patriot,0.0,0,1957.0,3.0
412,446042,0.6,2014-01-17,Post New Bills: The Story of Green Patriot Posters,0.0,0,2014.0,1.0
413,16242,2.804,1994-06-01,The Patriots,7.2,13,1994.0,6.0
414,418693,1.209,2016-11-21,Marathon: The Patriots Day Bombing,6.6,9,2016.0,11.0
415,83163,0.6,,The Educational Archives: Patriotism,0.0,0,,
416,377706,0.6,1911-04-25,The Rival Brothers' Patriotism,0.0,0,1911.0,4.0
417,319445,0.6,,NFL History of the New England Patriots,0.0,0,,
418,386750,0.6,2006-01-01,Blasted!!! The Gonzo Patriots of Hunter S. Thompson,0.0,0,2006.0,1.0
419,124594,0.6,1979-12-07,The Patriotic Woman,8.0,3,1979.0,12.0
420,299361,0.6,2014-05-01,Unsung Heroes: The Story of America's Female Patriots,0.0,0,2014.0,5.0
421,395368,0.6,2008-06-09,"Drive Thru History - Patriots, Penn, and the Freedom Trail",0.0,0,2008.0,6.0
422,9301,4.111,2000-10-12,The Princess and the Warrior,7.1,55,2000.0,10.0
423,2621,6.294,2000-04-07,Return to Me,6.3,101,2000.0,4.0
424,371802,1.09,1973-10-14,Return to Me,0.0,0,1973.0,10.0
425,10898,2.315,2000-01-23,The Little Mermaid II: Return to the Sea,6.2,749,2000.0,1.0
426,123097,0.6,1992-09-28,Pets or Meat: The Return to Flint,8.5,2,1992.0,9.0
427,495033,0.6,,Returned to This: A Punk/Metal/Goth Doc,0.0,0,,
428,130116,0.6,2007-10-30,Al Di Meola - Speak a Volcano: Return to Electric Guitar,4.3,2,2007.0,10.0
429,110552,7.344,2013-10-23,The Protector 2,5.7,91,2013.0,10.0
430,42938,1.212,2008-10-19,The Clone Returns Home,6.1,11,2008.0,10.0
431,9462,10.539,1972-06-01,The Way of the Dragon,7.5,406,1972.0,6.0
432,4997,7.348,2003-10-23,Wonderland,6.2,118,2003.0,10.0
433,12155,21.289,2010-03-03,Alice in Wonderland,6.6,8339,2010.0,3.0
434,12092,16.183,1951-07-03,Alice in Wonderland,7.1,3087,1951.0,7.0
435,32640,1.916,1999-05-13,Wonderland,6.7,14,1999.0,5.0
436,573683,2.724,2019-04-26,Birthday Wonderland,0.0,0,2019.0,4.0
437,30923,6.041,1999-02-28,Alice in Wonderland,6.4,171,1999.0,2.0
438,19079,4.512,2008-02-07,Phoebe in Wonderland,7.3,74,2008.0,2.0
439,57816,1.4,2008-05-15,8th Wonderland,5.8,16,2008.0,5.0
440,550032,2.192,2018-12-02,Christmas Wonderland,7.9,8,2018.0,12.0
441,146730,1.672,1923-01-01,Alice's Wonderland,6.0,14,1923.0,1.0
442,34461,3.283,1972-01-01,Alice's Adventures in Wonderland,6.0,23,1972.0,1.0
443,581600,1.038,,Wonderland,0.0,0,,
444,239180,1.527,2013-11-23,Window Wonderland,5.4,25,2013.0,11.0
445,32407,2.641,2009-01-01,Malice in Wonderland,5.6,27,2009.0,1.0
446,41278,2.495,1903-10-17,Alice in Wonderland,6.3,39,1903.0,10.0
447,27510,1.4,2003-02-11,Ocean Wonderland,4.8,4,2003.0,2.0
448,535903,1.4,2014-06-01,Magic Wonderland,0.0,0,2014.0,6.0
449,41469,2.258,1998-08-21,Next Stop Wonderland,6.1,30,1998.0,8.0
450,14094,2.33,2007-12-27,Christmas in Wonderland,5.5,39,2007.0,12.0
451,375097,1.623,2016-01-01,Wonderland,6.8,4,2016.0,1.0
452,44853,2.733,2000-12-29,The Claim,6.0,34,2000.0,12.0
453,446907,0.6,,The Claim,1.0,1,,
454,85825,0.6,1920-05-02,The Devil's Claim,0.0,0,1920.0,5.0
455,41844,0.871,1998-08-01,The Tichborne Claimant,7.0,1,1998.0,8.0
456,452092,0.6,1917-02-11,A Girl of the Timber Claims,0.0,0,1917.0,2.0
457,15655,7.771,2000-02-11,The Tigger Movie,6.4,252,2000.0,2.0
458,2787,8.906,2000-02-18,Pitch Black,6.8,2550,2000.0,2.0
459,116065,1.4,2011-01-01,Pitch Black Heist,7.2,6,2011.0,1.0
460,244839,1.626,2000-01-30,Into Pitch Black,6.1,21,2000.0,1.0
461,405047,0.6,2013-03-15,Pitch black,6.3,3,2013.0,3.0
462,254631,0.6,2000-02-01,Pitch Black: Slam City,8.0,2,2000.0,2.0
463,2789,8.961,2004-06-11,The Chronicles of Riddick,6.4,2254,2004.0,6.0
464,955,20.608,2000-05-24,Mission: Impossible II,6.0,3403,2000.0,5.0
465,102489,2.4,1998-10-23,Alice and Martin,6.0,12,1998.0,10.0
466,4291,6.485,1999-06-05,Kikujiro,7.6,168,1999.0,6.0
467,385120,0.6,1999-02-28,Jam Session (The Official Bootleg of Kikujiro),7.0,1,1999.0,2.0
468,328425,10.805,2015-07-30,The Gift,6.7,1728,2015.0,7.0
469,2046,7.597,2000-12-22,The Gift,6.5,499,2000.0,12.0
470,14624,7.136,2006-10-20,The Ultimate Gift,7.0,123,2006.0,10.0
471,39452,6.8,2010-01-24,Exit Through the Gift Shop,7.7,451,2010.0,1.0
472,91417,8.628,2011-11-15,Dragons: Gift of the Night Fury,7.0,180,2011.0,11.0
473,490611,1.896,2018-05-24,The Gift,0.0,0,2018.0,5.0
474,524309,2.076,2019-05-09,The Gift,0.0,0,2019.0,5.0
475,61005,3.054,2010-10-24,The Good Witch's Gift,6.7,35,2010.0,10.0
476,293974,1.232,2014-11-06,Gift from the Heart,5.9,11,2014.0,11.0
477,468904,1.525,2017-11-23,The Wicked Gift,6.1,21,2017.0,11.0
478,547066,5.571,2019-01-24,The Shamer's Daughter II: The Serpent Gift,6.0,1,2019.0,1.0
479,138624,1.42,2010-12-16,Gift of the Magi,5.4,10,2010.0,12.0
480,88655,1.18,1988-12-11,Roots: The Gift,6.7,3,1988.0,12.0
481,42771,0.6,2008-04-30,The Gift,4.5,1,2008.0,4.0
482,420347,0.6,1946-01-01,The Gift,5.3,6,1946.0,1.0
483,278441,0.6,2012-01-01,The Gift,0.0,0,2012.0,1.0
484,325303,0.6,2010-01-01,The Gift,9.0,1,2010.0,1.0
485,326477,0.6,2015-02-14,The Gift,0.0,0,2015.0,2.0
486,591369,0.72,2018-11-09,The Christmas Gift,0.0,0,2018.0,11.0
487,167882,0.921,1978-12-08,The Gift of Love,0.0,0,1978.0,12.0
488,9285,9.895,2000-05-19,Road Trip,6.0,879,2000.0,5.0
489,20618,6.676,2009-08-11,Road Trip: Beer Pong,5.3,94,2009.0,8.0
490,13493,6.429,2008-03-07,College Road Trip,5.1,160,2008.0,3.0
491,238234,2.839,2013-11-17,Top Gear: The Perfect Road Trip,7.3,52,2013.0,11.0
492,86264,1.013,2000-10-20,Blacktop,5.8,4,2000.0,10.0
493,301235,1.421,2014-11-17,Top Gear: The Perfect Road Trip 2,7.4,23,2014.0,11.0
494,352624,0.6,2015-07-22,Road Trip,0.0,0,2015.0,7.0
495,410283,0.6,1997-01-01,Road Trip,0.0,0,1997.0,1.0
496,228536,0.6,2008-04-02,April Road Trip,5.0,3,2008.0,4.0
497,354927,1.131,2010-08-09,Ben and Jeremy's Big Road Trip,0.0,0,2010.0,8.0
498,121100,1.021,2003-10-06,Horatio's Drive: America's First Road Trip,7.0,2,2003.0,10.0
499,251520,0.6,1985-01-02,Rockin' Road Trip,0.0,0,1985.0,1.0
500,345370,0.6,2015-07-21,Hollywood Road Trip,6.0,1,2015.0,7.0
501,155538,0.6,,Nazareth: Road Trip,0.0,0,,
502,291722,0.6,2010-01-01,The Road Trip USA,0.0,0,2010.0,1.0
503,509465,0.6,,130 Year Road Trip,0.0,0,,
504,249043,0.6,2013-12-01,Holiday Road Trip,4.9,6,2013.0,12.0
505,191880,0.6,2011-04-02,YERT: Your Environmental Road Trip,0.0,0,2011.0,4.0
506,502561,0.655,2011-09-08,9/11: Conspiracy Road Trip,7.5,2,2011.0,9.0
507,310789,0.6,,Chris & John's Road Trip,0.0,0,,
508,10549,9.938,1996-12-25,Hamlet,7.5,209,1996.0,12.0
509,10264,5.889,1990-12-19,Hamlet,6.7,197,1990.0,12.0
510,23383,4.394,1948-03-25,Hamlet,7.6,78,1948.0,3.0
511,10688,3.678,2000-05-12,Hamlet,5.9,54,2000.0,5.0
512,12621,7.189,2008-01-21,Hamlet 2,5.9,81,2008.0,1.0
513,515392,1.813,2018-03-31,Hamlet,5.0,1,2018.0,3.0
514,175341,0.967,1921-01-27,Hamlet,7.2,5,1921.0,1.0
515,42605,1.201,1969-12-21,Hamlet,6.1,8,1969.0,12.0
516,403388,0.945,1990-11-01,Hamlet,8.7,3,1990.0,11.0
517,106848,1.18,1980-05-25,Hamlet,4.0,3,1980.0,5.0
518,345662,1.131,2015-06-11,Hamlet,6.0,1,2015.0,6.0
519,491523,1.09,1985-10-10,Hamlet,0.0,0,1985.0,10.0
520,274873,0.841,1917-11-01,Hamlet,0.0,0,1917.0,11.0
521,125705,0.851,2000-12-10,Hamlet,0.0,0,2000.0,12.0
522,527796,0.84,2010-03-27,Hamlet,0.0,0,2010.0,3.0
523,531610,0.84,1975-01-01,Hamlet,0.0,0,1975.0,1.0
524,8749,1.873,1987-08-21,Hamlet Goes Business,6.4,11,1987.0,8.0
525,117405,0.6,2002-01-01,The Tragedy of Hamlet,9.0,2,2002.0,1.0
526,565677,0.6,2018-12-03,Hamlet,0.0,0,2018.0,12.0
527,496485,0.6,1970-10-23,Hamlet,10.0,2,1970.0,10.0
528,10763,6.855,2000-09-13,Dr. T & the Women,4.8,132,2000.0,9.0
529,64534,1.37,1981-06-17,The Strange Case of Dr. Jekyll and Miss Osbourne,5.8,14,1981.0,6.0
530,10643,4.764,1999-12-11,Godzilla 2000: Millennium,6.0,67,1999.0,12.0
531,39468,2.953,2000-11-03,Godzilla vs. Megaguirus,5.8,39,2000.0,11.0
532,13417,11.253,2005-12-05,Kronk's New Groove,6.2,519,2005.0,12.0
533,11688,14.13,2000-12-09,The Emperor's New Groove,7.5,3190,2000.0,12.0
534,23655,0.981,2000-06-08,Groove,6.2,11,2000.0,6.0
535,29463,1.989,1985-10-25,Krush Groove,6.6,22,1985.0,10.0
536,33644,5.102,1998-08-14,How Stella Got Her Groove Back,5.7,42,1998.0,8.0
537,541580,1.485,2018-06-08,Groove Street,0.0,0,2018.0,6.0
538,521056,0.6,2018-04-27,Groove,0.0,0,2018.0,4.0
539,27977,1.615,1974-06-23,The Groove Tube,5.4,5,1974.0,6.0
540,310631,0.961,2002-10-01,Groove Squad,0.0,0,2002.0,10.0
541,555775,0.84,,Amazônia Groove,0.0,0,,
542,194763,1.091,1996-05-07,Duke of Groove,0.0,0,1996.0,5.0
543,82729,0.6,2009-10-10,Wheedle's Groove,0.0,0,2009.0,10.0
544,306170,0.6,2014-10-07,Groove Move,0.0,0,2014.0,10.0
545,300414,0.6,1973-01-01,Global Groove,8.0,1,1973.0,1.0
546,187716,0.6,2007-12-01,Universal Groove,0.0,0,2007.0,12.0
547,26710,1.82,2004-01-09,My Baby's Daddy,3.9,25,2004.0,1.0
548,65631,0.6,2008-09-16,Victor Wooten: Groove Workshop,0.0,0,2008.0,9.0
549,358031,0.6,1950-01-02,Out of the Groove,0.0,0,1950.0,1.0
550,430597,0.6,2005-01-01,Fashion Murder Groove,0.0,0,2005.0,1.0
551,299251,0.6,,Tommy Igoe: Groove Essentials,0.0,0,,
552,585,23.649,2001-11-01,"Monsters, Inc.",7.7,10377,2001.0,11.0
553,62211,16.945,2013-06-20,Monsters University,7.0,6104,2013.0,6.0
554,339026,0.6,2005-01-01,Monsters of the UFO: Incident at Kelly,0.0,0,2005.0,1.0
555,10991,8.316,2000-07-08,Pokémon 3: The Movie - Spell of the Unown,6.2,275,2000.0,7.0
556,263341,9.588,2016-02-18,"Crouching Tiger, Hidden Dragon: Sword of Destiny",6.0,291,2016.0,2.0
557,146,10.436,2000-07-06,"Crouching Tiger, Hidden Dragon",7.3,1533,2000.0,7.0
558,73344,0.84,2004-06-22,"New Crouching Tiger, Hidden Dragon",5.0,6,2004.0,6.0
559,5257,4.135,2000-07-11,The Dish,6.8,82,2000.0,7.0
560,459644,0.6,2007-05-29,The Dish,0.0,0,2007.0,5.0
561,81626,0.87,2011-03-12,The Dish & the Spoon,6.1,14,2011.0,3.0
562,352484,0.662,2015-06-24,Putting on the Dish,5.5,2,2015.0,6.0
563,152333,0.6,1933-09-24,The Dish Ran Away with the Spoon,6.3,3,1933.0,9.0
564,194946,0.6,2010-04-30,"Dish: Women, Waitressing & the Art of Service",0.0,0,2010.0,4.0
565,286468,0.6,1992-01-01,And the Dish Ran Away with the Spoon,0.0,0,1992.0,1.0
566,96853,0.6,,Dishwalla: Live ...Greetings From the Flow State,0.0,0,,
567,456611,6.756,2017-02-04,Lupin the Third: The Blood Spray of Goemon Ishikawa,7.6,14,2017.0,2.0
568,329750,1.143,2015-05-22,(Dis)Honesty: The Truth About Lies,7.1,32,2015.0,5.0
569,497513,0.876,1973-10-09,The Imprudent Iron Phoenix,0.0,0,1973.0,10.0
570,342260,0.6,1997-09-22,A Plate of Sardines,0.0,0,1997.0,9.0
571,120,48.874,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,8.3,13937,2001.0,12.0
572,23160,6.213,2000-07-12,Werckmeister Harmonies,7.9,112,2000.0,7.0
573,47943,3.637,2000-08-15,With a Friend Like Harry...,6.7,83,2000.0,8.0
574,2116,9.855,2003-10-03,Out of Time,6.2,498,2003.0,10.0
575,2463,6.445,1999-09-23,Running Out of Time,7.6,43,1999.0,9.0
576,284294,3.384,2014-09-07,Time Out of Mind,5.7,69,2014.0,9.0
577,49530,19.253,2011-10-27,In Time,6.8,5961,2011.0,10.0
578,47942,2.467,1980-03-28,When Time Ran Out...,6.6,27,1980.0,3.0
579,35651,2.324,2001-09-10,Time Out,6.4,27,2001.0,9.0
580,90937,0.83,1985-01-01,Time Out,6.2,7,1985.0,1.0
581,301876,1.4,1998-01-01,30 Years to Life,5.0,1,1998.0,1.0
582,45303,2.45,2001-12-27,Running Out of Time 2,5.9,17,2001.0,12.0
583,478144,0.6,2011-01-01,Time Out,0.0,0,2011.0,1.0
584,510283,0.6,2018-11-23,Time Out,0.0,0,2018.0,11.0
585,95037,1.187,1941-06-05,Time Out for Rhythm,6.0,2,1941.0,6.0
586,2464,2.312,2001-03-16,Firetrap,5.1,10,2001.0,3.0
587,134201,1.09,1988-07-17,Out of Time,0.0,0,1988.0,7.0
588,66814,0.6,1961-02-03,Time Out for Love,5.0,1,1961.0,2.0
589,388241,0.6,2012-06-01,Out of Time,5.7,13,2012.0,6.0
590,271778,0.842,2006-10-18,Time Out 2,0.0,0,2006.0,10.0
591,118583,0.841,1938-09-25,Time Out for Murder,0.0,0,1938.0,9.0
592,418717,0.6,1988-02-12,Time Out,0.0,0,1988.0,2.0
593,376214,0.6,2004-09-15,Time Out,9.0,1,2004.0,9.0
594,1999,9.974,2001-11-23,In the Bedroom,6.8,140,2001.0,11.0
595,130752,0.6,2012-05-07,In the Bedroom,7.0,3,2012.0,5.0
596,439261,0.6,1959-04-30,No Bodies in the Bedroom,0.0,0,1959.0,4.0
597,59341,0.6,2007-12-18,"Carmen Electra's Aerobic Striptease, Vol 6 - In the Bedroom",10.0,2,2007.0,12.0
598,95008,0.6,1973-12-07,Scream and Die!,6.7,3,1973.0,12.0
599,49685,1.821,2001-05-13,I'm Going Home,7.4,11,2001.0,5.0
600,227970,2.593,2014-05-02,Men Are From Mars... And That’s Where I’m Going!,6.6,70,2014.0,5.0
601,1548,7.235,2001-07-20,Ghost World,7.2,674,2001.0,7.0
602,345252,0.6,2016-10-21,Ghost Meets World,0.0,0,2016.0,10.0
603,318237,0.6,2004-12-07,Enigmas of the World: The Ghost of Amelia Fox,0.0,0,2004.0,12.0
604,86615,0.6,1978-01-01,Amazing World of Ghosts,0.0,0,1978.0,1.0
605,186723,0.6,1980-04-19,Haunted Tales,0.0,0,1980.0,4.0
606,383530,0.6,2003-06-27,Kadokawa Mystery & Horror Tales Vol. 3,0.0,0,2003.0,6.0
607,10054,9.673,2001-03-18,Spy Kids,5.7,1716,2001.0,3.0
608,12279,13.897,2003-07-25,Spy Kids 3-D: Game Over,4.9,1031,2003.0,7.0
609,9488,10.349,2002-08-07,Spy Kids 2: The Island of Lost Dreams,5.5,1034,2002.0,8.0
610,56288,7.931,2011-08-18,Spy Kids: All the Time in the World,4.7,455,2011.0,8.0
611,547465,0.6,2016-10-27,The Substitute Spy,0.0,0,2016.0,10.0
612,32567,1.193,2000-09-02,The Endurance: Shackleton's Legendary Antarctic Expedition,7.0,17,2000.0,9.0
613,284271,0.603,2015-11-21,Endurance: The Story of Ernest Shackleton,0.0,0,2015.0,11.0
614,574098,0.6,,XTREME ENDURANCE: RACE TO THE POLE,0.0,0,,
615,452369,0.6,2014-01-01,The Great War - 1917 - Year of Endurance,0.0,0,2014.0,1.0
616,434193,0.6,2015-12-01,The Master's Hammer and Chisel - Chisel Endurance,0.0,0,2015.0,12.0
617,515346,0.6,2017-03-08,LIFE IN A DAY - The Western States 100 Mile Endurance Run,0.0,0,2017.0,3.0
618,49837,0.801,1919-01-01,South,6.9,7,1919.0,1.0
619,116214,0.752,1986-01-01,Popeye Doyle,5.5,2,1986.0,1.0
620,19666,7.062,2001-06-15,Lagaan: Once Upon a Time in India,7.3,223,2001.0,6.0
621,1391,7.866,2001-06-08,Y Tu Mamá También,7.3,570,2001.0,6.0
622,466577,0.841,2001-01-01,"Behind the Scenes of ""Y tu mamá también""",0.0,0,2001.0,1.0
623,13403,8.175,2001-07-20,Hedwig and the Angry Inch,7.7,130,2001.0,7.0
624,34379,5.766,1987-10-23,No Man's Land,6.2,38,1987.0,10.0
625,8342,5.151,2001-09-08,No Man's Land,7.7,173,2001.0,9.0
626,238811,2.103,2013-12-03,No Man's Land,6.7,20,2013.0,12.0
627,18616,2.836,2008-05-01,No Man's Land: The Rise of Reeker,4.4,37,2008.0,5.0
628,294935,0.771,2014-09-25,Patria,5.7,5,2014.0,9.0
629,320949,0.6,2014-11-02,No Man's Land,0.0,0,2014.0,11.0
630,454568,0.6,1991-05-18,No Man's Land,0.0,0,1991.0,5.0
631,514386,0.6,2014-09-16,No Man's Land,0.0,0,2014.0,9.0
632,455736,0.651,2017-04-20,No Man's Land,5.0,1,2017.0,4.0
633,209702,0.6,2010-01-01,No Man's Land,7.0,1,2010.0,1.0
634,328218,0.6,1984-05-27,No Man's Land,6.0,1,1984.0,5.0
635,338000,0.6,1964-02-01,No Man's Land,0.0,0,1964.0,2.0
636,530401,0.6,2015-08-15,No Man's Land,0.0,0,2015.0,8.0
637,132796,0.6,1985-08-28,No Man's Land,0.0,0,1985.0,8.0
638,157542,0.6,2008-01-11,No Man's Land,0.0,0,2008.0,1.0
639,139637,0.6,1978-01-01,No Man's Land,0.0,0,1978.0,1.0
640,191648,0.6,2012-10-24,No Man's Land,5.0,1,2012.0,10.0
641,538036,0.654,,To No Man's Land,0.0,0,,
642,430292,0.753,2016-12-15,National Theatre Live: No Man's Land,8.0,4,2016.0,12.0
643,427003,0.6,2011-09-30,María in No Man's Land,0.0,0,2011.0,9.0
644,4973,3.864,2000-09-11,Under the Sand,6.7,51,2000.0,9.0
645,259072,9.003,2014-08-22,Wrong Turn 6: Last Resort,4.8,303,2014.0,8.0
646,463314,3.422,2017-06-17,Love's Last Resort,6.3,16,2017.0,6.0
647,31875,1.519,2000-02-23,Last Resort,6.7,9,2000.0,2.0
648,148833,1.18,1986-03-31,Last Resort,3.3,3,1986.0,3.0
649,21166,1.666,2009-08-11,The Last Resort,4.9,8,2009.0,8.0
650,514758,1.519,2018-01-23,The Last Resort,0.0,0,2018.0,1.0
651,49338,1.836,1994-04-29,National Lampoon's Last Resort,4.2,9,1994.0,4.0
652,431718,0.6,1987-01-01,Last Resort,0.0,0,1987.0,1.0
653,94359,0.6,1996-12-17,Last Resort,0.0,0,1996.0,12.0
654,454909,0.6,2008-01-01,Last Resort,0.0,0,2008.0,1.0
655,151824,0.6,1998-01-01,The Port of Last Resort,0.0,0,1998.0,1.0
656,357899,0.6,2015-02-20,Welcome to Kutsher's: The Last Catskills Resort,2.0,1,2015.0,2.0
657,392824,0.6,2016-10-06,The Last Resort,0.0,0,2016.0,10.0
658,1433,6.035,2001-04-20,The Devil's Backbone,7.3,517,2001.0,4.0
659,399322,0.673,2004-01-01,Que es un Fantasma?: The Making of 'The Devil's Backbone',6.0,1,2004.0,1.0
660,149690,0.6,1970-12-04,The Deserter,7.0,1,1970.0,12.0
661,55,7.239,2000-06-16,Amores Perros,7.7,958,2000.0,6.0
662,547329,0.6,2016-01-01,Amores perros,0.0,0,2016.0,1.0
663,28,17.114,1979-08-15,Apocalypse Now,8.2,3731,1979.0,8.0
664,194,16.382,2001-04-25,Amélie,7.9,6019,2001.0,4.0
665,263560,0.6,1982-01-21,Romance with Amelie,0.0,0,1982.0,1.0
666,207014,0.6,1973-05-04,Keep an Eye on Amélie,0.0,0,1973.0,5.0
667,491392,0.6,2010-04-05,Amélie au pays des Bodin's,8.0,1,2010.0,4.0
668,269107,0.6,1961-06-01,Amélie ou le temps d'aimer,0.0,0,1961.0,6.0
669,398258,0.6,2014-07-01,L'amie d'Amélie,0.0,0,2014.0,7.0
670,497029,0.6,1974-12-18,Le voyage d'Amélie,0.0,0,1974.0,12.0
671,492505,0.6,2012-09-20,Occupe-toi d'Amélie,0.0,0,2012.0,9.0
672,540446,0.6,1932-12-07,Take Care of Amelie,0.0,0,1932.0,12.0
673,140383,0.6,1949-12-16,Keep an Eye on Amelia,6.5,2,1949.0,12.0
674,808,19.26,2001-05-16,Shrek,7.5,8192,2001.0,5.0
675,809,18.74,2004-05-19,Shrek 2,6.9,5905,2004.0,5.0
676,810,17.105,2007-05-17,Shrek the Third,6.1,4551,2007.0,5.0
677,10192,14.423,2010-05-16,Shrek Forever After,6.1,3657,2010.0,5.0
678,13394,8.857,2007-11-28,Shrek the Halls,6.2,360,2007.0,11.0
679,562155,2.621,2018-11-29,Shrek Retold,8.3,6,2018.0,11.0
